product_id,title,image,color_options,size_info,original_price,sale_price,discount,limited_offer,additional_info,product_url
E473246-000,UTGP2024: The Louvre UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473246/item/mygoods_09_473246.jpg?width=320,1,XS-S,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473246-000
E473244-000,UTGP2024: The Louvre UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473244/item/mygoods_00_473244.jpg?width=320,1,XS,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473244-000
E473243-000,UTGP2024: The Louvre UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473243/item/mygoods_35_473243.jpg?width=320,1,XS-XXL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473243-000
E473126-000,Star Wars: Remastered by Kosuke Kawamura Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473126/item/mygoods_09_473126.jpg?width=320,1,S-XL,,39.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473126-000
E473125-000,Star Wars: Remastered by Kosuke Kawamura Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473125/item/mygoods_00_473125.jpg?width=320,1,S-L,,39.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473125-000
E473122-000,【OSHI NO KO】UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473122/item/mygoods_09_473122.jpg?width=320,1,XS-XXL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473122-000
E473121-000,【OSHI NO KO】UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473121/item/mygoods_60_473121.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473121-000
E473120-000,【OSHI NO KO】UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473120/item/mygoods_09_473120.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473120-000
E473119-000,【OSHI NO KO】UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473119/item/mygoods_09_473119.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473119-000
E473116-000,FINAL FANTASY UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473116/item/mygoods_00_473116.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473116-000
